Area,Item,Year,Unit,Value
Indonesia,Sunflowerseed Oil,2020,kcal/capita/day,0.79
Indonesia,Rape and Mustard Oil,2010,kcal/capita/day,0
Indonesia,Rape and Mustard Oil,2011,kcal/capita/day,0
Indonesia,Rape and Mustard Oil,2012,kcal/capita/day,0
Indonesia,Rape and Mustard Oil,2013,kcal/capita/day,0
Indonesia,Rape and Mustard Oil,2014,kcal/capita/day,0
Indonesia,Rape and Mustard Oil,2015,kcal/capita/day,0
Indonesia,Rape and Mustard Oil,2016,kcal/capita/day,0
Indonesia,Rape and Mustard Oil,2017,kcal/capita/day,0
Indonesia,Rape and Mustard Oil,2018,kcal/capita/day,0
Indonesia,Rape and Mustard Oil,2019,kcal/capita/day,0
Indonesia,Rape and Mustard Oil,2020,kcal/capita/day,0
Indonesia,Cottonseed Oil,2010,kcal/capita/day,0
Indonesia,Cottonseed Oil,2011,kcal/capita/day,0
Indonesia,Cottonseed Oil,2012,kcal/capita/day,0
Indonesia,Cottonseed Oil,2013,kcal/capita/day,0
Indonesia,Cottonseed Oil,2014,kcal/capita/day,0
Indonesia,Cottonseed Oil,2015,kcal/capita/day,0
Indonesia,Cottonseed Oil,2016,kcal/capita/day,0
Indonesia,Cottonseed Oil,2017,kcal/capita/day,0
Indonesia,Cottonseed Oil,2018,kcal/capita/day,0
Indonesia,Cottonseed Oil,2019,kcal/capita/day,0
Indonesia,Cottonseed Oil,2020,kcal/capita/day,0
Indonesia,Palmkernel Oil,2010,kcal/capita/day,25.29
Indonesia,Palmkernel Oil,2011,kcal/capita/day,26.95
Indonesia,Palmkernel Oil,2012,kcal/capita/day,50.26
Indonesia,Palmkernel Oil,2013,kcal/capita/day,46.88
Indonesia,Palmkernel Oil,2014,kcal/capita/day,54.71
Indonesia,Palmkernel Oil,2015,kcal/capita/day,55.27
Indonesia,Palmkernel Oil,2016,kcal/capita/day,55.87
Indonesia,Palmkernel Oil,2017,kcal/capita/day,56.46
Indonesia,Palmkernel Oil,2018,kcal/capita/day,57.16
Indonesia,Palmkernel Oil,2019,kcal/capita/day,63.85
Indonesia,Palmkernel Oil,2020,kcal/capita/day,78.37
Indonesia,Palm Oil,2010,kcal/capita/day,72.69
Indonesia,Palm Oil,2011,kcal/capita/day,56.96
Indonesia,Palm Oil,2012,kcal/capita/day,67.25
Indonesia,Palm Oil,2013,kcal/capita/day,79.11
Indonesia,Palm Oil,2014,kcal/capita/day,94.36
Indonesia,Palm Oil,2015,kcal/capita/day,44.35
Indonesia,Palm Oil,2016,kcal/capita/day,123.19
Indonesia,Palm Oil,2017,kcal/capita/day,134.08
Indonesia,Palm Oil,2018,kcal/capita/day,131.98
Indonesia,Palm Oil,2019,kcal/capita/day,147.44
Indonesia,Palm Oil,2020,kcal/capita/day,190.26
Indonesia,Coconut Oil,2010,kcal/capita/day,27.27
Indonesia,Coconut Oil,2011,kcal/capita/day,21.31
Indonesia,Coconut Oil,2012,kcal/capita/day,9.98
Indonesia,Coconut Oil,2013,kcal/capita/day,27.82
Indonesia,Coconut Oil,2014,kcal/capita/day,13.15
Indonesia,Coconut Oil,2015,kcal/capita/day,13.27
Indonesia,Coconut Oil,2016,kcal/capita/day,35.21
Indonesia,Coconut Oil,2017,kcal/capita/day,38.4
Indonesia,Coconut Oil,2018,kcal/capita/day,23.4
Indonesia,Coconut Oil,2019,kcal/capita/day,37.64
Indonesia,Coconut Oil,2020,kcal/capita/day,5.15
Indonesia,Sesameseed Oil,2010,kcal/capita/day,0.06
Indonesia,Sesameseed Oil,2011,kcal/capita/day,0.05
Indonesia,Sesameseed Oil,2012,kcal/capita/day,0.09
Indonesia,Sesameseed Oil,2013,kcal/capita/day,0.05
Indonesia,Sesameseed Oil,2014,kcal/capita/day,0.05
Indonesia,Sesameseed Oil,2015,kcal/capita/day,0.04
Indonesia,Sesameseed Oil,2016,kcal/capita/day,0.07
Indonesia,Sesameseed Oil,2017,kcal/capita/day,0.07
Indonesia,Sesameseed Oil,2018,kcal/capita/day,0.07
Indonesia,Sesameseed Oil,2019,kcal/capita/day,0.05
Indonesia,Sesameseed Oil,2020,kcal/capita/day,0.05
Indonesia,Olive Oil,2010,kcal/capita/day,0.1
Indonesia,Olive Oil,2011,kcal/capita/day,0.11
Indonesia,Olive Oil,2012,kcal/capita/day,0.12
Indonesia,Olive Oil,2013,kcal/capita/day,0.13
Indonesia,Olive Oil,2014,kcal/capita/day,0.11
Indonesia,Olive Oil,2015,kcal/capita/day,0.12
Indonesia,Olive Oil,2016,kcal/capita/day,0.12
Indonesia,Olive Oil,2017,kcal/capita/day,0.13
Indonesia,Olive Oil,2018,kcal/capita/day,0.22
Indonesia,Olive Oil,2019,kcal/capita/day,0.3
Indonesia,Olive Oil,2020,kcal/capita/day,0.27
Indonesia,Ricebran Oil,2010,kcal/capita/day,0
Indonesia,Ricebran Oil,2011,kcal/capita/day,0
Indonesia,Ricebran Oil,2012,kcal/capita/day,0
Indonesia,Ricebran Oil,2013,kcal/capita/day,0
Indonesia,Ricebran Oil,2014,kcal/capita/day,0
Indonesia,Ricebran Oil,2015,kcal/capita/day,0
Indonesia,Ricebran Oil,2016,kcal/capita/day,0
Indonesia,Ricebran Oil,2017,kcal/capita/day,0
Indonesia,Ricebran Oil,2018,kcal/capita/day,0
Indonesia,Ricebran Oil,2019,kcal/capita/day,0
Indonesia,Ricebran Oil,2020,kcal/capita/day,0
Indonesia,Maize Germ Oil,2010,kcal/capita/day,0.65
Indonesia,Maize Germ Oil,2011,kcal/capita/day,0.66
Indonesia,Maize Germ Oil,2012,kcal/capita/day,0.67
Indonesia,Maize Germ Oil,2013,kcal/capita/day,0.67
Indonesia,Maize Germ Oil,2014,kcal/capita/day,0.68
Indonesia,Maize Germ Oil,2015,kcal/capita/day,0.69
Indonesia,Maize Germ Oil,2016,kcal/capita/day,0.7
Indonesia,Maize Germ Oil,2017,kcal/capita/day,0.7
Indonesia,Maize Germ Oil,2018,kcal/capita/day,0.71
Indonesia,Maize Germ Oil,2019,kcal/capita/day,0.69
Indonesia,Maize Germ Oil,2020,kcal/capita/day,0.68
Indonesia,"Oilcrops Oil, Other",2010,kcal/capita/day,7.91
Indonesia,"Oilcrops Oil, Other",2011,kcal/capita/day,8.9
Indonesia,"Oilcrops Oil, Other",2012,kcal/capita/day,10.19
Indonesia,"Oilcrops Oil, Other",2013,kcal/capita/day,9.8
Indonesia,"Oilcrops Oil, Other",2014,kcal/capita/day,5.97
Indonesia,"Oilcrops Oil, Other",2015,kcal/capita/day,8.42
Indonesia,"Oilcrops Oil, Other",2016,kcal/capita/day,8.29
Indonesia,"Oilcrops Oil, Other",2017,kcal/capita/day,8.96
Indonesia,"Oilcrops Oil, Other",2018,kcal/capita/day,9.07
Indonesia,"Oilcrops Oil, Other",2019,kcal/capita/day,31.75
Indonesia,"Oilcrops Oil, Other",2020,kcal/capita/day,25.82
Israel,"Oilcrops, Other",2010,kcal/capita/day,1.52
Israel,"Oilcrops, Other",2011,kcal/capita/day,1.61
Israel,"Oilcrops, Other",2012,kcal/capita/day,1.37
Israel,"Oilcrops, Other",2013,kcal/capita/day,1.99
Israel,"Oilcrops, Other",2014,kcal/capita/day,1.58
Israel,"Oilcrops, Other",2015,kcal/capita/day,1.39
Israel,"Oilcrops, Other",2016,kcal/capita/day,1.73
Israel,"Oilcrops, Other",2017,kcal/capita/day,2.25
Israel,"Oilcrops, Other",2018,kcal/capita/day,0.85
Israel,"Oilcrops, Other",2019,kcal/capita/day,2.56
Israel,"Oilcrops, Other",2020,kcal/capita/day,2.27
Israel,Soyabean Oil,2010,kcal/capita/day,141.55
Israel,Soyabean Oil,2011,kcal/capita/day,142.3
Israel,Soyabean Oil,2012,kcal/capita/day,142.41
Israel,Soyabean Oil,2013,kcal/capita/day,144.02
Israel,Soyabean Oil,2014,kcal/capita/day,113.43
Israel,Soyabean Oil,2015,kcal/capita/day,150.51
Israel,Soyabean Oil,2016,kcal/capita/day,166.27
Israel,Soyabean Oil,2017,kcal/capita/day,163.28
Israel,Soyabean Oil,2018,kcal/capita/day,154.27
Israel,Soyabean Oil,2019,kcal/capita/day,153.35
Israel,Soyabean Oil,2020,kcal/capita/day,141.94
Israel,Groundnut Oil,2010,kcal/capita/day,0.04
Israel,Groundnut Oil,2011,kcal/capita/day,0.02
Israel,Groundnut Oil,2012,kcal/capita/day,0
Israel,Groundnut Oil,2013,kcal/capita/day,0.02
Israel,Groundnut Oil,2014,kcal/capita/day,0.02
Israel,Groundnut Oil,2015,kcal/capita/day,0
Israel,Groundnut Oil,2016,kcal/capita/day,0.02
Israel,Groundnut Oil,2017,kcal/capita/day,0
Israel,Groundnut Oil,2018,kcal/capita/day,0.02
Israel,Groundnut Oil,2019,kcal/capita/day,0
Israel,Groundnut Oil,2020,kcal/capita/day,0
Israel,Sunflowerseed Oil,2010,kcal/capita/day,48.63
Israel,Sunflowerseed Oil,2011,kcal/capita/day,48.88
Israel,Sunflowerseed Oil,2012,kcal/capita/day,48.92
Israel,Sunflowerseed Oil,2013,kcal/capita/day,49.13
Israel,Sunflowerseed Oil,2014,kcal/capita/day,49.25
Israel,Sunflowerseed Oil,2015,kcal/capita/day,49.33
Israel,Sunflowerseed Oil,2016,kcal/capita/day,49.5
Israel,Sunflowerseed Oil,2017,kcal/capita/day,49.63
Israel,Sunflowerseed Oil,2018,kcal/capita/day,38.44
Israel,Sunflowerseed Oil,2019,kcal/capita/day,28.33
Israel,Sunflowerseed Oil,2020,kcal/capita/day,39.67
Israel,Rape and Mustard Oil,2010,kcal/capita/day,142.28
Israel,Rape and Mustard Oil,2011,kcal/capita/day,145.42
Israel,Rape and Mustard Oil,2012,kcal/capita/day,188.89
Israel,Rape and Mustard Oil,2013,kcal/capita/day,182.51
Israel,Rape and Mustard Oil,2014,kcal/capita/day,191.84
Israel,Rape and Mustard Oil,2015,kcal/capita/day,172.92
Israel,Rape and Mustard Oil,2016,kcal/capita/day,178.7
Israel,Rape and Mustard Oil,2017,kcal/capita/day,207.21
Israel,Rape and Mustard Oil,2018,kcal/capita/day,158.74
Israel,Rape and Mustard Oil,2019,kcal/capita/day,118.83
Israel,Rape and Mustard Oil,2020,kcal/capita/day,141.86
Israel,Cottonseed Oil,2010,kcal/capita/day,10.84
Israel,Cottonseed Oil,2011,kcal/capita/day,10.9
Israel,Cottonseed Oil,2012,kcal/capita/day,10.91
Israel,Cottonseed Oil,2013,kcal/capita/day,10.95
Israel,Cottonseed Oil,2014,kcal/capita/day,10.98
Israel,Cottonseed Oil,2015,kcal/capita/day,11
Israel,Cottonseed Oil,2016,kcal/capita/day,11.04
Israel,Cottonseed Oil,2017,kcal/capita/day,11.06
Israel,Cottonseed Oil,2018,kcal/capita/day,8.07
Israel,Cottonseed Oil,2019,kcal/capita/day,6.26
Israel,Cottonseed Oil,2020,kcal/capita/day,6.04
Israel,Palmkernel Oil,2010,kcal/capita/day,6.2
Israel,Palmkernel Oil,2011,kcal/capita/day,5.27
Israel,Palmkernel Oil,2012,kcal/capita/day,5.31
Israel,Palmkernel Oil,2013,kcal/capita/day,5.3
Israel,Palmkernel Oil,2014,kcal/capita/day,5.58
Israel,Palmkernel Oil,2015,kcal/capita/day,4.77
Israel,Palmkernel Oil,2016,kcal/capita/day,5.61
Israel,Palmkernel Oil,2017,kcal/capita/day,5.63
Israel,Palmkernel Oil,2018,kcal/capita/day,5.64
Israel,Palmkernel Oil,2019,kcal/capita/day,5.47
Israel,Palmkernel Oil,2020,kcal/capita/day,2.9
Israel,Palm Oil,2010,kcal/capita/day,64
Israel,Palm Oil,2011,kcal/capita/day,64.34
Israel,Palm Oil,2012,kcal/capita/day,64.39
Israel,Palm Oil,2013,kcal/capita/day,64.67
Israel,Palm Oil,2014,kcal/capita/day,64.82
Israel,Palm Oil,2015,kcal/capita/day,64.93
Israel,Palm Oil,2016,kcal/capita/day,65.15
Israel,Palm Oil,2017,kcal/capita/day,65.33
Israel,Palm Oil,2018,kcal/capita/day,65.46
Israel,Palm Oil,2019,kcal/capita/day,21.32
Israel,Palm Oil,2020,kcal/capita/day,11.75
Israel,Coconut Oil,2010,kcal/capita/day,2.36
Israel,Coconut Oil,2011,kcal/capita/day,5.85
Israel,Coconut Oil,2012,kcal/capita/day,3.03
Israel,Coconut Oil,2013,kcal/capita/day,2.38
Israel,Coconut Oil,2014,kcal/capita/day,3.83
Israel,Coconut Oil,2015,kcal/capita/day,0.88
Israel,Coconut Oil,2016,kcal/capita/day,2.49
Israel,Coconut Oil,2017,kcal/capita/day,2.74
Israel,Coconut Oil,2018,kcal/capita/day,2.37
Israel,Coconut Oil,2019,kcal/capita/day,5.09
Israel,Coconut Oil,2020,kcal/capita/day,3.79
Israel,Sesameseed Oil,2010,kcal/capita/day,0.33
Israel,Sesameseed Oil,2011,kcal/capita/day,0.33
Israel,Sesameseed Oil,2012,kcal/capita/day,0.33
Israel,Sesameseed Oil,2013,kcal/capita/day,0.33
Israel,Sesameseed Oil,2014,kcal/capita/day,0.33
Israel,Sesameseed Oil,2015,kcal/capita/day,0.33
Israel,Sesameseed Oil,2016,kcal/capita/day,0.33
Israel,Sesameseed Oil,2017,kcal/capita/day,0.34
Israel,Sesameseed Oil,2018,kcal/capita/day,0.34
Israel,Sesameseed Oil,2019,kcal/capita/day,0.42
Israel,Sesameseed Oil,2020,kcal/capita/day,0.51
Israel,Olive Oil,2010,kcal/capita/day,50.19
Israel,Olive Oil,2011,kcal/capita/day,45.76
Israel,Olive Oil,2012,kcal/capita/day,49.42
Israel,Olive Oil,2013,kcal/capita/day,42.75
Israel,Olive Oil,2014,kcal/capita/day,59.77
Israel,Olive Oil,2015,kcal/capita/day,70.58
Israel,Olive Oil,2016,kcal/capita/day,76.86
Israel,Olive Oil,2017,kcal/capita/day,68
Israel,Olive Oil,2018,kcal/capita/day,74.88
Israel,Olive Oil,2019,kcal/capita/day,64.91
Israel,Olive Oil,2020,kcal/capita/day,75.73
Israel,Maize Germ Oil,2010,kcal/capita/day,42.11
Israel,Maize Germ Oil,2011,kcal/capita/day,38.23
Israel,Maize Germ Oil,2012,kcal/capita/day,36.34
Israel,Maize Germ Oil,2013,kcal/capita/day,34.92
Israel,Maize Germ Oil,2014,kcal/capita/day,37.58
Israel,Maize Germ Oil,2015,kcal/capita/day,30.76
Israel,Maize Germ Oil,2016,kcal/capita/day,33.56
Israel,Maize Germ Oil,2017,kcal/capita/day,39.58
Israel,Maize Germ Oil,2018,kcal/capita/day,26.23
Israel,Maize Germ Oil,2019,kcal/capita/day,27.18
Israel,Maize Germ Oil,2020,kcal/capita/day,31.14
Israel,"Oilcrops Oil, Other",2010,kcal/capita/day,103.6
Israel,"Oilcrops Oil, Other",2011,kcal/capita/day,105.55
Israel,"Oilcrops Oil, Other",2012,kcal/capita/day,118.97
Israel,"Oilcrops Oil, Other",2013,kcal/capita/day,108.98
Israel,"Oilcrops Oil, Other",2014,kcal/capita/day,118.77
Israel,"Oilcrops Oil, Other",2015,kcal/capita/day,96.03
Israel,"Oilcrops Oil, Other",2016,kcal/capita/day,84.49
Israel,"Oilcrops Oil, Other",2017,kcal/capita/day,82.27
Israel,"Oilcrops Oil, Other",2018,kcal/capita/day,67.33
Israel,"Oilcrops Oil, Other",2019,kcal/capita/day,96.08
Israel,"Oilcrops Oil, Other",2020,kcal/capita/day,90.07
Italy,"Oilcrops, Other",2010,kcal/capita/day,0
Italy,"Oilcrops, Other",2011,kcal/capita/day,0
Italy,"Oilcrops, Other",2012,kcal/capita/day,0
Italy,"Oilcrops, Other",2013,kcal/capita/day,0
Italy,"Oilcrops, Other",2014,kcal/capita/day,0
Italy,"Oilcrops, Other",2015,kcal/capita/day,0
Italy,"Oilcrops, Other",2016,kcal/capita/day,0
Italy,"Oilcrops, Other",2017,kcal/capita/day,0
Italy,"Oilcrops, Other",2018,kcal/capita/day,0
Italy,"Oilcrops, Other",2019,kcal/capita/day,0.01
Italy,"Oilcrops, Other",2020,kcal/capita/day,0.01
Italy,Soyabean Oil,2010,kcal/capita/day,149.12
Italy,Soyabean Oil,2011,kcal/capita/day,148.63
Italy,Soyabean Oil,2012,kcal/capita/day,138.54
Italy,Soyabean Oil,2013,kcal/capita/day,136.09
Italy,Soyabean Oil,2014,kcal/capita/day,105.58
Italy,Soyabean Oil,2015,kcal/capita/day,102.62
Italy,Soyabean Oil,2016,kcal/capita/day,119.47
Italy,Soyabean Oil,2017,kcal/capita/day,121.9
Italy,Soyabean Oil,2018,kcal/capita/day,117.77
Italy,Soyabean Oil,2019,kcal/capita/day,123.97
Italy,Soyabean Oil,2020,kcal/capita/day,157.15
Italy,Groundnut Oil,2010,kcal/capita/day,16.69
Italy,Groundnut Oil,2011,kcal/capita/day,16.88
Italy,Groundnut Oil,2012,kcal/capita/day,13.72
Italy,Groundnut Oil,2013,kcal/capita/day,14.76
Italy,Groundnut Oil,2014,kcal/capita/day,15.29
Italy,Groundnut Oil,2015,kcal/capita/day,15.31
Italy,Groundnut Oil,2016,kcal/capita/day,15.33
Italy,Groundnut Oil,2017,kcal/capita/day,15.38
Italy,Groundnut Oil,2018,kcal/capita/day,17.44
Italy,Groundnut Oil,2019,kcal/capita/day,19.64
Italy,Groundnut Oil,2020,kcal/capita/day,16.76
Italy,Sunflowerseed Oil,2010,kcal/capita/day,95.06
Italy,Sunflowerseed Oil,2011,kcal/capita/day,96.05
Italy,Sunflowerseed Oil,2012,kcal/capita/day,106.69
Italy,Sunflowerseed Oil,2013,kcal/capita/day,101.32
Italy,Sunflowerseed Oil,2014,kcal/capita/day,102.51
Italy,Sunflowerseed Oil,2015,kcal/capita/day,102.66
Italy,Sunflowerseed Oil,2016,kcal/capita/day,102.82
Italy,Sunflowerseed Oil,2017,kcal/capita/day,103.11
Italy,Sunflowerseed Oil,2018,kcal/capita/day,103.32
Italy,Sunflowerseed Oil,2019,kcal/capita/day,100
Italy,Sunflowerseed Oil,2020,kcal/capita/day,100.14
Italy,Rape and Mustard Oil,2010,kcal/capita/day,4.4
Italy,Rape and Mustard Oil,2011,kcal/capita/day,7.34
Italy,Rape and Mustard Oil,2012,kcal/capita/day,7.71
Italy,Rape and Mustard Oil,2013,kcal/capita/day,7.6
Italy,Rape and Mustard Oil,2014,kcal/capita/day,8.24
Italy,Rape and Mustard Oil,2015,kcal/capita/day,8.47
Italy,Rape and Mustard Oil,2016,kcal/capita/day,7.51
Italy,Rape and Mustard Oil,2017,kcal/capita/day,6.35
Italy,Rape and Mustard Oil,2018,kcal/capita/day,6.33
Italy,Rape and Mustard Oil,2019,kcal/capita/day,4.9
Italy,Rape and Mustard Oil,2020,kcal/capita/day,1.4
Italy,Cottonseed Oil,2010,kcal/capita/day,0
Italy,Cottonseed Oil,2011,kcal/capita/day,0
Italy,Cottonseed Oil,2012,kcal/capita/day,0
Italy,Cottonseed Oil,2013,kcal/capita/day,0
Italy,Cottonseed Oil,2014,kcal/capita/day,0
Italy,Cottonseed Oil,2015,kcal/capita/day,0
Italy,Cottonseed Oil,2016,kcal/capita/day,0
Italy,Cottonseed Oil,2017,kcal/capita/day,0
Italy,Cottonseed Oil,2018,kcal/capita/day,0
Italy,Cottonseed Oil,2019,kcal/capita/day,0
Italy,Cottonseed Oil,2020,kcal/capita/day,0
Italy,Palmkernel Oil,2010,kcal/capita/day,3.2
Italy,Palmkernel Oil,2011,kcal/capita/day,3.19
Italy,Palmkernel Oil,2012,kcal/capita/day,3.18
Italy,Palmkernel Oil,2013,kcal/capita/day,3.18
Italy,Palmkernel Oil,2014,kcal/capita/day,3.22
Italy,Palmkernel Oil,2015,kcal/capita/day,3.22
Italy,Palmkernel Oil,2016,kcal/capita/day,3.23
Italy,Palmkernel Oil,2017,kcal/capita/day,3.24
Italy,Palmkernel Oil,2018,kcal/capita/day,3.24
Italy,Palmkernel Oil,2019,kcal/capita/day,3.23
Italy,Palmkernel Oil,2020,kcal/capita/day,3.3
Italy,Palm Oil,2010,kcal/capita/day,48.03
Italy,Palm Oil,2011,kcal/capita/day,61.3
Italy,Palm Oil,2012,kcal/capita/day,73.03
Italy,Palm Oil,2013,kcal/capita/day,88.75
Italy,Palm Oil,2014,kcal/capita/day,91.14
Italy,Palm Oil,2015,kcal/capita/day,90.88
Italy,Palm Oil,2016,kcal/capita/day,91.01
Italy,Palm Oil,2017,kcal/capita/day,91.25
Italy,Palm Oil,2018,kcal/capita/day,92.05
Italy,Palm Oil,2019,kcal/capita/day,96.48
Italy,Palm Oil,2020,kcal/capita/day,106.03
Italy,Sesameseed Oil,2010,kcal/capita/day,0.98
Italy,Sesameseed Oil,2011,kcal/capita/day,1.12
Italy,Sesameseed Oil,2012,kcal/capita/day,1.11
Italy,Sesameseed Oil,2013,kcal/capita/day,1.35
Italy,Sesameseed Oil,2014,kcal/capita/day,1.21
Italy,Sesameseed Oil,2015,kcal/capita/day,1.21
Italy,Sesameseed Oil,2016,kcal/capita/day,1.21
Italy,Sesameseed Oil,2017,kcal/capita/day,1.21
Italy,Sesameseed Oil,2018,kcal/capita/day,1.22
Italy,Sesameseed Oil,2019,kcal/capita/day,1.29
Italy,Sesameseed Oil,2020,kcal/capita/day,1.39
Italy,Olive Oil,2010,kcal/capita/day,267.65
Italy,Olive Oil,2011,kcal/capita/day,279.45
Italy,Olive Oil,2012,kcal/capita/day,260.38
Italy,Olive Oil,2013,kcal/capita/day,241.32
Italy,Olive Oil,2014,kcal/capita/day,244.87
Italy,Olive Oil,2015,kcal/capita/day,245.22
Italy,Olive Oil,2016,kcal/capita/day,245.61
Italy,Olive Oil,2017,kcal/capita/day,238.28
Italy,Olive Oil,2018,kcal/capita/day,213.7
Italy,Olive Oil,2019,kcal/capita/day,208.94
Italy,Olive Oil,2020,kcal/capita/day,220.13
Italy,Ricebran Oil,2010,kcal/capita/day,0
Italy,Ricebran Oil,2011,kcal/capita/day,0
Italy,Ricebran Oil,2012,kcal/capita/day,0
Italy,Ricebran Oil,2013,kcal/capita/day,0
Italy,Ricebran Oil,2014,kcal/capita/day,0
Italy,Ricebran Oil,2015,kcal/capita/day,0
Italy,Ricebran Oil,2016,kcal/capita/day,0
Italy,Ricebran Oil,2017,kcal/capita/day,0
Italy,Maize Germ Oil,2010,kcal/capita/day,27.64
Italy,Maize Germ Oil,2011,kcal/capita/day,23.76
Italy,Maize Germ Oil,2012,kcal/capita/day,31.07
Italy,Maize Germ Oil,2013,kcal/capita/day,26.73
Italy,Maize Germ Oil,2014,kcal/capita/day,27.5
Italy,Maize Germ Oil,2015,kcal/capita/day,27.54
Italy,Maize Germ Oil,2016,kcal/capita/day,27.58
Italy,Maize Germ Oil,2017,kcal/capita/day,27.66
Italy,Maize Germ Oil,2018,kcal/capita/day,24.42
Italy,Maize Germ Oil,2019,kcal/capita/day,23.74
Italy,Maize Germ Oil,2020,kcal/capita/day,25.38
Italy,"Oilcrops Oil, Other",2010,kcal/capita/day,43.06
Italy,"Oilcrops Oil, Other",2011,kcal/capita/day,42.91
Italy,"Oilcrops Oil, Other",2012,kcal/capita/day,40.82
Italy,"Oilcrops Oil, Other",2013,kcal/capita/day,42.18
Italy,"Oilcrops Oil, Other",2014,kcal/capita/day,42.99
Italy,"Oilcrops Oil, Other",2015,kcal/capita/day,42.51
Italy,"Oilcrops Oil, Other",2016,kcal/capita/day,37.98
Italy,"Oilcrops Oil, Other",2017,kcal/capita/day,29.77
Italy,"Oilcrops Oil, Other",2018,kcal/capita/day,42.78
Italy,"Oilcrops Oil, Other",2019,kcal/capita/day,63.46
Italy,"Oilcrops Oil, Other",2020,kcal/capita/day,67.03
Japan,"Oilcrops, Other",2010,kcal/capita/day,0.01
Japan,"Oilcrops, Other",2011,kcal/capita/day,0
Japan,"Oilcrops, Other",2012,kcal/capita/day,0
Japan,"Oilcrops, Other",2013,kcal/capita/day,0.04
Japan,"Oilcrops, Other",2014,kcal/capita/day,0.02
Japan,"Oilcrops, Other",2015,kcal/capita/day,0.04
Japan,"Oilcrops, Other",2016,kcal/capita/day,0.05
Japan,"Oilcrops, Other",2017,kcal/capita/day,0.04
Japan,"Oilcrops, Other",2018,kcal/capita/day,0.01
Japan,"Oilcrops, Other",2019,kcal/capita/day,0.05
Japan,"Oilcrops, Other",2020,kcal/capita/day,0.01
Japan,Soyabean Oil,2010,kcal/capita/day,82.26
Japan,Soyabean Oil,2011,kcal/capita/day,72.63
Japan,Soyabean Oil,2012,kcal/capita/day,67.71
Japan,Soyabean Oil,2013,kcal/capita/day,72.33
Japan,Soyabean Oil,2014,kcal/capita/day,68.91
Japan,Soyabean Oil,2015,kcal/capita/day,74.1
Japan,Soyabean Oil,2016,kcal/capita/day,76.56
Japan,Soyabean Oil,2017,kcal/capita/day,82.8
Japan,Soyabean Oil,2018,kcal/capita/day,82.37
Japan,Soyabean Oil,2019,kcal/capita/day,88.7
Japan,Soyabean Oil,2020,kcal/capita/day,80.14
Japan,Groundnut Oil,2010,kcal/capita/day,0.16
Japan,Groundnut Oil,2011,kcal/capita/day,0.16
Japan,Groundnut Oil,2012,kcal/capita/day,0.16
Japan,Groundnut Oil,2013,kcal/capita/day,0.16
Japan,Groundnut Oil,2014,kcal/capita/day,0.16
Japan,Groundnut Oil,2015,kcal/capita/day,0.16
Japan,Groundnut Oil,2016,kcal/capita/day,0.16
Japan,Groundnut Oil,2017,kcal/capita/day,0.16
Japan,Groundnut Oil,2018,kcal/capita/day,0.16
Japan,Groundnut Oil,2019,kcal/capita/day,0.16
Japan,Groundnut Oil,2020,kcal/capita/day,0.13
Japan,Sunflowerseed Oil,2010,kcal/capita/day,3.5
Japan,Sunflowerseed Oil,2011,kcal/capita/day,3.5
Japan,Sunflowerseed Oil,2012,kcal/capita/day,3.51
Japan,Sunflowerseed Oil,2013,kcal/capita/day,3.53
Japan,Sunflowerseed Oil,2014,kcal/capita/day,3.53
Japan,Sunflowerseed Oil,2015,kcal/capita/day,3.54
Japan,Sunflowerseed Oil,2016,kcal/capita/day,3.54
Japan,Sunflowerseed Oil,2017,kcal/capita/day,3.55
Japan,Sunflowerseed Oil,2018,kcal/capita/day,3.56
Japan,Sunflowerseed Oil,2019,kcal/capita/day,5.24
Japan,Sunflowerseed Oil,2020,kcal/capita/day,5.33
Japan,Rape and Mustard Oil,2010,kcal/capita/day,156.27
Japan,Rape and Mustard Oil,2011,kcal/capita/day,162.63
Japan,Rape and Mustard Oil,2012,kcal/capita/day,169.04
Japan,Rape and Mustard Oil,2013,kcal/capita/day,165.99
Japan,Rape and Mustard Oil,2014,kcal/capita/day,168.29
Japan,Rape and Mustard Oil,2015,kcal/capita/day,168.47
Japan,Rape and Mustard Oil,2016,kcal/capita/day,159.06
Japan,Rape and Mustard Oil,2017,kcal/capita/day,169.81
Japan,Rape and Mustard Oil,2018,kcal/capita/day,160.92
Japan,Rape and Mustard Oil,2019,kcal/capita/day,164.56
Japan,Rape and Mustard Oil,2020,kcal/capita/day,161.17
Japan,Palm Oil,2010,kcal/capita/day,20
Japan,Palm Oil,2011,kcal/capita/day,20.25
Japan,Palm Oil,2012,kcal/capita/day,19.62
Japan,Palm Oil,2013,kcal/capita/day,20.37
Japan,Palm Oil,2014,kcal/capita/day,20.67
Japan,Palm Oil,2015,kcal/capita/day,20.82
Japan,Palm Oil,2016,kcal/capita/day,20.7
Japan,Palm Oil,2017,kcal/capita/day,21.79
Japan,Palm Oil,2018,kcal/capita/day,21.72
Japan,Palm Oil,2019,kcal/capita/day,22.02
Japan,Palm Oil,2020,kcal/capita/day,22.91
Japan,Coconut Oil,2010,kcal/capita/day,6.59
Japan,Coconut Oil,2011,kcal/capita/day,6.41
Japan,Coconut Oil,2012,kcal/capita/day,6.6
Japan,Coconut Oil,2013,kcal/capita/day,6.61
Japan,Coconut Oil,2014,kcal/capita/day,7.13
